5669	5659
10012	8779
8206	4957
3205	3615
2015	2019
5762	5253
335	587
9131	9270
3980	3696
7487	10718
1874	894
811	1135
1391	10471
4210	6172
8206	9453
8457	8443
1019	990
9557	9558
10677	10527
8291	5522
3235	7393
10116	10550
7393	7405
9343	9423
4511	4579
10407	10382
6849	5688
10398	10422
7718	8215
9481	9559
3632	4359
8764	8815
7803	348
7679	8581
10471	4751
434	569
4162	5791
5470	5498
768	769
7150	7152
3124	514
9635	9634
8892	8518
10161	5739
4779	4738
1424	927
10521	10740
3207	3360
1122	1097
8161	8225
8868	8872
5218	3398
9573	8233
740	3233
10421	10392
4057	9177
7629	7367
4367	5764
9158	7290
3716	5873
7251	5702
6383	1552
6804	6896
1324	1342
8002	2729
7818	8115
2589	2847
8147	1280
4220	4921
5613	7588
5310	6484
3824	6694
7776	5730
1906	1838
2990	7542
2056	2356
5744	5745
5187	5182
605	508
2891	2890
10051	10054
9287	9290
4545	4212
1834	7824
9706	9807
10282	10273
635	1558
7255	6993
4200	3881
9200	9288
7701	9856
3606	3220
776	1055
10134	10125
7703	4957
5070	5071
9113	7822
3750	3746
10076	10059
8161	7863
743	3360
10082	10060
9878	7863
7505	9669
7545	7797
1526	6837
9005	8913
7964	7808
7469	5627
3629	4487
7364	5273
3811	7051
3758	3728
4120	3229
3827	4064
4448	4857
7449	3527
7600	8215
6600	9347
8859	230
3831	7209
8854	8758
3567	3713
8354	3237
6093	6266
10368	10362
10670	178
3824	5304
858	1500
10564	184
4584	4599
8224	4384
8132	7398
9122	7000
2770	2741
2827	4384
4478	5906
7675	7628
4991	6794
5695	7362
327	316
5232	5053
3861	4473
4642	4501
748	3356
8500	8810
2181	2155
8178	5729
1233	1190
8300	8271
6717	6844
753	3200
3983	3997
10460	10206
4361	6780
5872	6837
7818	4364
10410	10405
485	495
3180	1378
3358	3225
9324	9034
1567	7348
8003	1562
9911	9915
2982	7251
4816	5906
1949	1875
326	307
4713	4676
10484	371
9131	9276
3843	738
9252	5412
10578	310
6536	7383
10336	10366
3545	3554
3981	740
7251	7337
10610	10609
4044	9930
5973	5964
2995	9843
4980	4987
3925	3909
7732	9669
6849	1311
4340	9940
3420	3932
4194	3875
743	3354
4663	4657
6496	6501
9568	8627
10162	5367
3699	3145
7345	7243
9010	9013
4489	5911
4201	6148
6357	3166
4876	4885
4945	4225
152	187
10501	9967
7701	7694
6661	6599
9629	9255
4751	1562
4413	5917
5412	1212
5120	7307
5729	10576
8157	3498
3354	3320
3258	3277
9896	2926
4586	4320
7847	982
5504	7476
5613	7292
7359	7614
3893	3537
4367	7759
1644	5104
9361	1834
10286	10721
548	453
2089	7377
4596	10560
4226	3864
6923	5940
7703	9397
9494	9406
2265	4157
7856	7754
8516	8893
3617	3200
8627	2191
10644	6372
8521	3520
2133	7637
6515	6556
7359	7436
8147	9927
475	10513
2089	7379
10730	1553
8870	8714
5806	5527
5075	1057
10379	10430
9479	9414
7543	9912
6572	4942
1309	2336
3222	3225
3210	4120
7402	7807
96	196
1354	1568
3340	3215
387	487
8967	4454
5953	5950
9822	9107
1270	1539
9484	9459
4287	4308
4492	3618
8498	8777
7243	8147
64	2672
9470	9402
4977	4711
5978	6149
10529	106
7669	8786
9814	8711
1047	1126
5273	3429
8535	8270
4123	3779
2751	3604
8096	7864
3622	4071
3872	4154
189	8009
7467	7472
2594	2727
5846	1848
4642	4584
4507	2724
2534	2975
3874	4067
2332	10542
3851	3871
3815	4466
4920	4986
10732	9343
4775	4716
8509	8893
9047	8805
3750	3766
5055	5940
